,X,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,director8,director9,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,date3,month,year,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,sales_share,a_avg_dir,r_avg_dir,a_avg_act,r_avg_act
1224,950,씽,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 가스 제닝스,,,,NA,NA,NA,NA,NA, 매튜 맥커너히, 리즈 위더스푼, 스칼릿 조핸슨, 태런 에저튼, 토리 켈리, 닉 크롤, 세스 맥팔레인,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.12.21,12,2016,8203857789,1063175,795,19645,미국,7,1,전체 관람가,108,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.50%,239725.1667,8.60125,1180426.256,8.48218254
1225,913,아가씨,한국,한국,(주)씨제이이엔엠, 오즈 야스지로,,,,NA,NA,NA,NA,NA, 쿠리시마 스미코, 오카다 토키히코,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.6.1,6,2016,35211229991,4287839,1171,90365,한국,2,1,청소년 관람불가,144,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.00%,11021,8.1525,0,0
1226,584,아기곰 보보 구출 대작전,노르웨이,노르웨이,와이드 릴리즈(주), 라스무스 A. 실버르센,,,,,,,,, 허성재, 조연우, 박상우, 신정훈, 방지원, 오은수,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.4.25,4,2018,117475900,16447,207,1236,기타,6,0,전체 관람가,75,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.00%,21553.5,6.79,696690.8333,7.44
1227,2024,아기기린 자라파,프랑스,"프랑스,벨기에",롯데쇼핑㈜롯데엔터테인먼트, 레미 베잔송, 장-클리스토페 리에,,,NA,NA,NA,NA,NA, 맥스 레나우딘, 시몬 압카리언, 프랑수아 제르비에 드메종,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.2.14,2,2013,133077000,20811,87,1265,기타,3,1,전체 관람가,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,17077,8.965,17997.33333,8.305555556
1228,856,아기돼지 3형제와 매직램프,중국,중국,(주)팝엔터테인먼트, 유위,,,,NA,NA,NA,NA,NA, 윤아영, 이소은, 최정현, 황창영,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.3.23,3,2017,208444600,26670,135,1388,기타,4,0,전체 관람가,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,7
1229,585,아기돼지 3형제와 쿵푸랜드,중국,중국,와이드 릴리즈(주), 유위,,,,,,,,, 윤아영, 이소은, 최정현, 이규창,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.2.1,2,2018,106685100,16268,154,921,기타,4,0,전체 관람가,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,7
1230,991,아기배달부 스토크,미국,미국,워너브러더스 코리아(주), 니콜라스 스톨러, 더그 스윗랜드,,,NA,NA,NA,NA,NA, 앤디 샘버그, 케이티 크라운, 켈시 그래머,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.12.7,12,2016,2436955700,322354,538,9388,미국,3,1,전체 관람가,87,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,320000,8.83,402478.4167,8.079166667
1231,147,아내를 죽였다,한국,한국,(주)케이티알파, 김하라,,,,,,,NA,NA, 이시언, 안내상, 왕지혜,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.12.11,12,2019,764772560,91924,556,9087,한국,3,0,15세 관람가,97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,0,0,1173672.889,7.479166667
1232,87,아담스 패밀리,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유), 그렉 티어난, 콘래드 버논,,,,,,NA,NA, 오스카 아이삭, 샤를리즈 테론, 클로이 모레츠, 닉 크롤, 제이본 워너 월튼, 스눕 독, 빌 헤이더,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.11.7,11,2019,2636891140,329955,802,11242,미국,7,1,전체 관람가,93,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,998514.2857,7.981,363474.5397,7.520575397
1233,1654,아더 우먼,미국,미국,이십세기폭스코리아(주), 닉 카사베츠,,,NA,NA,NA,NA,NA,NA, 카메론 디아즈, 레슬리 만, 케이트 업톤, 니콜라이 코스터 왈도, 돈 존슨,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.11.13,11,2014,593353218,78978,331,6408,미국,5,1,15세 관람가,109,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00%,87250,7.415,126115.1778,7.346888889
1234,1373,아더와 미니모이 3: 두 세계의 전쟁,프랑스,프랑스,(주)라이크콘텐츠, 뤽 베송,,NA,NA,NA,NA,NA,NA,NA, 프레디 하이모어, 셀레나 고메즈, 페니 밸포어, 루 리드, 지미 펄론,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.11.5,11,2015,434914800,61550,267,2071,기타,5,0,전체 관람가,101,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,137200,7.186,455076.9792,7.572875
1235,1406,아델라인 : 멈춰진 시간,미국,미국,(주)쇼박스, 리 톨랜드 크리거,,NA,NA,NA,NA,NA,NA,NA, 블레이크 라이블리, 미치엘 휘즈먼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.10.15,10,2015,310087419,40096,239,3425,미국,2,1,12세 관람가,112,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,0,0,75917.5,7.594166667
1236,1482,아마데우스 감독판,미국,미국,시네마 뉴원,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.10.29,10,2015,108229000,13428,31,513,미국,0,0,12세 관람가,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
1237,1438,아마조니아,프랑스,"프랑스,브라질","(주)영화사 빅,(주)버킷스튜디오",,,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.8.5,8,2015,169462200,23704,105,875,기타,0,0,전체 관람가,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00%,42000,8.095,0,0
1238,691,아메리칸 메이드,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 더그 라이만,,,,NA,NA,NA,NA,NA, 톰 크루즈, 도널 글리슨, 사라 라이트,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.9.14,9,2017,3175539145,401541,691,26356,미국,3,1,15세 관람가,115,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.20%,1725000,7.6725,1152533.333,7.916666667
1239,1323,아메리칸 셰프,미국,미국,(주)영화사 진진, 존 파브로,,NA,NA,NA,NA,NA,NA,NA, 존 파브로, 엠제이 안소니, 소피아 베르가라, 스칼렛 요한슨, 더스틴 호프만, 로버트 다우니 주니어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.1.7,1,2015,1245833929,152508,111,4879,미국,6,0,15세 관람가,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,5325303.533,8.825555556,4248174.378,8.330388889
1240,1280,아메리칸 스나이퍼,미국,미국,워너브러더스 코리아(주), 클린트 이스트우드,,NA,NA,NA,NA,NA,NA,NA, 브래들리 쿠퍼, 시에나 밀러, 제이크 맥더맨, 카일 갈너, 루크 그림즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.1.14,1,2015,2800001438,344766,308,10769,미국,5,1,청소년 관람불가,132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.20%,3283666.667,8.986,1503557.5,8.0781
1241,1317,아메리칸 울트라,미국,미국,(주)씨제이이엔엠, 니마 누리자데,,NA,NA,NA,NA,NA,NA,NA, 제시 아이젠버그, 크리스틴 스튜어트, 코니 브리튼, 토퍼 그레이스, 월튼 고긴스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.8.27,8,2015,1301387295,161382,341,8634,미국,5,1,청소년 관람불가,95,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,0,0,697472.8125,7.214666667
1242,1626,아메리칸 허슬,미국,미국,(주)누리픽쳐스, 데이비드 O. 러셀,,,NA,NA,NA,NA,NA,NA, 크리스찬 베일, 에이미 아담스, 브래들리 쿠퍼, 제레미 레너, 제니퍼 로렌스,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.2.20,2,2014,1196594170,155622,245,6178,미국,5,0,청소년 관람불가,138,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.10%,3156098.5,8.601833333,2783013.85,8.653
1243,1961,아무르,프랑스,"프랑스,독일,오스트리아",(주)티캐스트, 미카엘 하네케,,,,NA,NA,NA,NA,NA, 장-루이 트린티냥, 엠마누엘 리바, 이자벨 위페르,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.12.19,12,2012,426495700,55946,30,1817,기타,3,0,15세 관람가,127,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,17740.5,7.613333333,23569.06667,7.991111111
1244,498,아바타,미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)", 제임스 카메론,,,,,,,,, 샘 워싱턴, 조 샐다나, 시고니 위버, 스티븐 랭,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.5.24,5,2018,407273500,36226,68,1952,미국,4,1,12세 관람가,162,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0.00%,1093842.25,8.675,54359.79167,7.3275
1245,1791,아바타 정글의 비밀,중국,중국,(주)팝엔터테인먼트, 쉬커,,,NA,NA,NA,NA,NA,NA, 장안치, 리정샹,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.3.27,3,2014,86145900,12876,162,846,기타,2,0,전체 관람가,82,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0
1246,668,아빠는 딸,한국,한국,메가박스중앙(주)플러스엠, 오치아이 켄,,,,NA,NA,NA,NA,NA, 호 타이 화, 케이티 응우옌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.4.12,4,2017,5054757395,647305,586,33263,한국,2,0,12세 관람가,115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.30%,387,0,545.25,5.96
1247,1623,아빠를 빌려드립니다,한국,한국,"메가박스중앙(주)플러스엠,(주)레드로버", 김덕수,,,NA,NA,NA,NA,NA,NA, 김상경, 문정희, 최다인, 채정안, 조재윤,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.11.20,11,2014,1190329500,172652,326,8457,한국,5,0,12세 관람가,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.10%,804000,7.894285714,1242782.255,7.587285714
1248,291,아사코,일본,일본,(주)이수C&E, 하마구치 류스케,,,,,,,NA,NA, 히가시데 마사히로, 카라타 에리카,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.3.14,3,2019,128973619,14946,167,1736,기타,2,0,12세 관람가,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,4009.285714,8.52,7520.45,6.9125
1249,924,아수라,한국,한국,(주)씨제이이엔엠, 김성수,,,,NA,NA,NA,NA,NA, 정우성, 황정민, 주지훈, 곽도원,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.9.28,9,2016,20576226662,2594028,1278,68040,한국,4,1,청소년 관람불가,132,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.20%,0,0,2850477.89,7.469069048
1250,1467,아스테릭스: 신들의 전당,프랑스,프랑스,(주)나이너스엔터테인먼트, 루이 클리시, 알렉상드르 아스티에,NA,NA,NA,NA,NA,NA,NA, 알랭 샤바, 로랑 라피트, 제라르딘 나카체, 알렉상드르 아스티에, 로란트 도이취, 로저 카렐, 엘리 세모운, 플로렌스 포레스티, 아르투 드 팡게른, 프랑소와 모렐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.4.30,4,2015,108464000,15315,104,801,기타,10,0,전체 관람가,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,17333.33333,7.667333333,44862.89815,7.840703704
1251,866,아우토반,영국,"영국,독일",와이드 릴리즈(주),,,,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.3.22,3,2017,196841500,24983,153,3489,기타,0,0,15세 관람가,99,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00%,22000,6.675,230967.9167,8.040625
1252,2067,아유레디?,한국,한국,(주)나이너스엔터테인먼트, 허원,,,,NA,NA,NA,NA,NA, 장광, 고형원,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.9.26,9,2013,87050500,12767,21,846,한국,2,0,12세 관람가,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,0,0,159472.0833,7.6625
1253,887,아이 앰 히스 레저,캐나다,캐나다,오드, 아드리안 부이텐후이스, 데릭 머레이,,,NA,NA,NA,NA,NA, 히스 레저,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.10.19,10,2017,158340439,19771,139,2401,기타,1,0,12세 관람가,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00%,20000,9.21,708822.8571,8.3
1254,558,아이 엠 러브,이탈리아,이탈리아,"(주)영화사 진진,(주)영화사 조제", 루카 구아다니노,,,,,,,,, 틸다 스윈튼, 플라비오 파렌티, 에도아도 가브리엘리니, 알바 로르와처,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.7.26,7,2018,157479906,19881,30,877,기타,4,0,청소년 관람불가,119,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00%,89666.66667,8.02,53275.875,7.909166667
1255,145,아이 엠 마더,미국,미국,"(주)삼백상회,(주)팬엔터테인먼트",,,,,,,,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.4.11,4,2019,774580700,94119,213,8218,미국,0,0,15세 관람가,102,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.00%,430959.375,7.60125,47035.4,8.492
1256,1007,아이 엠 어 히어로,일본,일본,(주)영화사 빅, 사토 신스케,,,,NA,NA,NA,NA,NA, 오오이즈미 요, 나가사와 마사미, 아리무라 카스미,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.9.21,9,2016,1806714900,212599,263,8536,기타,3,0,청소년 관람불가,127,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,52975.8,6.986,17841.38889,7.608666667
1257,617,아이 캔 스피크,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스", 김현석,,,,NA,NA,NA,NA,NA, 나문희, 이제훈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.9.21,9,2017,25526451186,3279296,1140,93012,한국,2,1,12세 관람가,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.50%,0,0,1935926.286,8.432857143
1258,545,아이 캔 온리 이매진,미국,미국,"(주)영화사 그램,TCO(주)더콘텐츠온,(재)CBS", 앤드류 어윈, 존 어윈,,,,,,,, J. 마이클 핀리, 데니스 퀘이드, 매들린 캐롤, 트레이스 에드킨스,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.6.21,6,2018,182789600,22120,156,2639,미국,4,0,12세 관람가,110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,35000,9.08,99611.11111,8.982222222
1259,402,아이 필 프리티,미국,미국,(주)홈초이스, 에비 콘, 마크 실버스테인,,,,,,,, 에이미 슈머, 미셸 윌리엄스,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.6.6,6,2018,2127094300,240297,213,11900,미국,2,0,15세 관람가,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10%,390000,8.01,73991.25,8.355
1260,598,"아이, 토냐",미국,미국,"(주)영화사 진진,(주)누리픽쳐스", 크레이그 질레스피,,,,,,,,, 마고 로비, 세바스찬 스탠,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.3.8,3,2018,114741400,14002,186,1866,미국,2,0,청소년 관람불가,120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00%,670333.3333,8.703333333,1527972.6,8.181333333
1261,1423,아이돌 마스터 무비 : 빛의 저편으로!,일본,일본,(주)머스트씨무비릴리징컴퍼니,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.11.19,11,2015,211857000,29193,55,986,기타,0,0,전체 관람가,121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,29000,9.26,29000,9.26
1262,197,아이리시맨,미국,미국,판씨네마(주), 마틴 스코세이지,,,,,,,NA,NA, 로버트 드 니로, 알 파치노, 조 페시,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.11.20,11,2019,293466900,34723,68,1125,미국,3,0,청소년 관람불가,209,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00%,53702,7.3,906842.1667,8.072952381
1263,270,아이스,러시아,러시아,(주)마노엔터테인먼트,,,,,,,,NA,NA,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.2.7,2,2019,132095780,16695,110,1057,기타,0,0,전체 관람가,90,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.00%,0,0,0,5.67
1264,971,아이스 에이지: 지구 대충돌,미국,미국,이십세기폭스코리아(주), 마이크 트메이어,,,,NA,NA,NA,NA,NA, 존 레귀자모, 레이 로마노, 제니퍼 로페즈, 아담 드바인, 제시 테일러 퍼거슨,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.7.20,7,2016,4092484600,553760,580,13018,미국,5,1,전체 관람가,94,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.20%,0,0,291334.7333,7.722133333
1265,1801,아이언맨 3,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 셰인 블랙,,,,NA,NA,NA,NA,NA, 로버트 다우니 주니어, 기네스 팰트로, 벤 킹슬리, 돈 치들, 가이 피어스, 레베카 홀,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.4.25,4,2013,70806364000,9001331,1389,163584,미국,6,1,12세 관람가,129,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4.60%,3064666.667,7.803333333,3470054.694,7.850527778
1266,1073,아이엠스타 뮤직어워드,일본,일본,(주)씨제이이엔엠, 와타다 신야,,,,NA,NA,NA,NA,NA, 정유정, 김새해, 김영은, 정유미, 정혜원, 김채하, 소연, 위훈,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016.9.14,9,2016,455696500,67027,358,3019,기타,8,1,전체 관람가,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,1012,7.05,94428.57143,8.7
1267,574,아인,일본,일본,판씨네마(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.2.28,2,2018,135549900,17287,160,1684,기타,0,0,15세 관람가,109,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.00%,20500,7.573333333,11548.5,7.325
1268,483,아일라,터키,터키,(주)영화사 빅, 쑤 투르한,,,,,,,,, 페가 페리도니, 메디 모인자데,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.6.21,6,2018,331882900,43612,371,4848,기타,2,0,15세 관람가,123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.00%,0,0,0,9.6
1269,35,아쿠아맨,미국,"미국,호주",워너브러더스 코리아(주), 제임스 완,,,,,,,NA,NA, 제이슨 모모아, 앰버 허드, 니콜 키드먼, 패트릭 윌슨, 윌렘 대포, 돌프 룬드그렌,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.12.19,12,2018,44113636704,5038154,2443,105005,미국,6,1,12세 관람가,143,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.70%,960142.8571,7.881428571,1508347.657,8.078466667
1270,318,아쿠아맨,미국,"미국,호주",워너브러더스 코리아(주), 제임스 완,,,,,,,,, 제이슨 모모아, 앰버 허드, 니콜 키드먼, 패트릭 윌슨, 윌렘 대포, 돌프 룬드그렌,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018.12.19,12,2018,30454292381,3491857,1285,54505,미국,6,1,12세 관람가,143,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.70%,960142.8571,7.881428571,1508347.657,8.078466667
1271,728,아토믹 블론드,미국,미국,(주)키다리이엔티, 데이빗 레이치,,,,NA,NA,NA,NA,NA, 샤를리즈 테론, 제임스 맥어보이, 소피아 부텔라,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017.8.30,8,2017,1177725658,155368,471,12300,미국,3,0,청소년 관람불가,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10%,1283598.714,7.825,915077.0794,7.817809524
1272,2055,아티스트 봉만대,한국,한국,씨너스엔터테인먼트(주), 봉만대,,,,NA,NA,NA,NA,NA, 봉만대, 곽현화, 성은, 이파니,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013.8.29,8,2013,93817000,14188,131,1795,한국,4,0,청소년 관람불가,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,115577,7.76,0,0
