,name,nation,rep_nation,distributor,director1,director2,director3,director4,director5,director6,director7,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,month,year,director8,director9,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,actor40,actor41,actor42,actor43,actor44,actor45,actor46,sales0,boxoffice_num0,num_of_screen0,num_of_screening0,nation2,num_of_ch,major_distributor,grade,time,genre
1800,관상,한국,한국,(주)쇼박스, 한재림,,,,NA,NA,NA, 송강호, 이정재, 백윤식, 조정석, 이종석, 김혜수,,,,,,,,NA,NA,NA,9,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66005427500,9134581,1240,125073,한국,6,1,15세 관람가,139, 드라마 
1801,아이언맨 3,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 셰인 블랙,,,,NA,NA,NA, 로버트 다우니 주니어, 기네스 팰트로, 벤 킹슬리, 돈 치들, 가이 피어스, 레베카 홀,,,,,,,,NA,NA,NA,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70806364000,9001331,1389,163584,미국,6,1,12세 관람가,129,   액션  sf  모험 
1802,베를린,한국,"한국,독일",(주)씨제이이엔엠,류승완,,,,NA,NA,NA, 하정우,한석규,류승범,전지현,이경영,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52355568637,7166290,894,111744,한국,5,1,15세 관람가,120, 액션  드라마 
1803,은밀하게 위대하게,한국,한국,(주)쇼박스, 장철수,,,,NA,NA,NA, 김수현, 박기웅, 이현우, 손현주,,,,,,,,,,NA,NA,NA,6,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48700887413,6959083,1341,117461,한국,4,1,15세 관람가,123,   액션  드라마  코미디 
1804,변호인,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 양우석,,,,NA,NA,NA, 송강호, 김영애, 오달수, 곽도원, 임시완,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40953398000,5687047,923,55006,한국,5,1,15세 관람가,120,    드라마 
1805,숨바꼭질,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 존 폴슨,,,,NA,NA,NA, 로버트 드 니로, 다코타 패닝,,,,,,,,,,,,NA,NA,NA,8,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39602977500,5604103,779,88062,한국,2,1,15세 관람가,94, 공포  스릴러 
1806,더 테러 라이브,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 카일 랜킨,,,,NA,NA,NA, 라다 미첼, 토마스 제인,,,,,,,,,,,,NA,NA,NA,7,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39869706381,5584139,809,93488,한국,2,1,NA,NA,    
1807,감시자들,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 조의석, 김병서,,,NA,NA,NA, 설경구, 정우성, 한효주,,,,,,,,,,,NA,NA,NA,7,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39380162179,5508017,949,100309,한국,3,1,15세 관람가,119, 범죄  액션  스릴러 
1808,월드 워 Z,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 샘 햄슨,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,6,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38555356000,5237525,964,100823,미국,0,1,NA,75,    액션  서스펜스 
1809,신세계,한국,한국,(주)넥스트엔터테인먼트월드(NEW), 박훈정,,,,NA,NA,NA, 이정재, 최민식, 황정민,,,,,,,,,,,NA,NA,NA,2,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34881330905,4682492,671,90580,한국,3,1,청소년 관람불가,134, 범죄  드라마 
1810,박수건달,한국,한국,(주)쇼박스, 조진규,,,,NA,NA,NA, 박신양, 김정태, 엄지원, 정혜영,,,,,,,,,,NA,NA,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28343986569,3893216,603,60585,한국,4,1,15세 관람가,127, 코미디 
1811,스파이,한국,"한국,태국",(주)씨제이이엔엠, 폴 페이그,,,,NA,NA,NA, 멜리사 맥카시, 주드 로, 제이슨 스타뎀, 미란다 하트, 로즈 번, 앨리슨 제니, 피터 세라피노윅,,,,,,,NA,NA,NA,9,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24509278305,3435802,785,72796,한국,7,1,15세 관람가,129,     액션  모험  코미디  sf 
1812,그래비티,미국,미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)", 알폰소 쿠아론,,,,NA,NA,NA, 산드라 블록, 조지 클루니,,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31214018600,3194693,636,80584,미국,2,1,NA,90, sf  드라마  미스터리  스릴러 
1813,타워,한국,한국,(주)씨제이이엔엠, 김지훈,,,,NA,NA,NA, 설경구, 손예진, 김상경,,,,,,,,,,,NA,NA,NA,12,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22996601500,3166425,638,58869,한국,3,1,12세 관람가,135,      액션  sf 
1814,감기,한국,한국,아이러브시네마,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,8,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21774884000,3117859,806,55046,한국,0,NA,15세 관람가,121, 드라마  모험  액션 
1815,토르: 다크 월드,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주), 앨런 테일러,,,,NA,NA,NA, 크리스 헴스워스, 나탈리 포트만, 톰 히들스턴, 안소니 홉킨스, 크리스토퍼 에클리스턴, 이드리스 엘바,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22525808500,3039889,733,78095,미국,6,1,12세 관람가,112,    액션  모험  판타지 
1816,레드: 더 레전드,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 딘 패리소트,,,,NA,NA,NA, 브루스 윌리스, 이병헌, 캐서린 제타 존스, 안소니 홉킨스, 존 말코비치, 헬렌 미렌, 메리 루이스 파커,,,,,,,NA,NA,NA,7,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21511371970,3004649,739,55733,미국,7,1,15세 관람가,115,    액션  코미디  범죄 
1817,친구 2,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 곽경택,,,,NA,NA,NA, 유오성, 주진모, 김우빈,,,,,,,,,,,NA,NA,NA,11,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21795237513,2969900,968,69856,한국,3,1,청소년 관람불가,124,   느와르  액션 
1818,어바웃 타임,영국,영국,유니버설픽쳐스인터내셔널 코리아(유),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20908973000,2856065,568,49967,기타,0,1,15세 관람가,123,   멜로/로맨스  코미디 
1819,나우 유 씨 미 : 마술사기단,미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 루이스 리터리어,,,,NA,NA,NA, 제시 아이젠버그, 마크 러팔로, 우디 해럴슨, 멜라니 로랑,,,,,,,,,,NA,NA,NA,8,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19146691869,2718227,691,54658,미국,4,1,12세 관람가,115,        범죄  스릴러  미스터리 
1820,소원,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18529862600,2711083,651,72329,한국,0,1,12세 관람가,93,   코미디  드라마 
1821,레미제라블,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 톰 후퍼,,,,NA,NA,NA, 휴 잭맨, 앤 해서웨이, 러셀 크로우, 아만다 사이프리드, 헬레나 본햄 카터, 사챠 바론 코헨,,,,,,,,NA,NA,NA,12,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19635813500,2707479,592,49348,미국,6,1,12세 관람가,158, 드라마 
1822,퍼시픽 림,미국,미국,워너브러더스 코리아(주),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,7,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20477374512,2539113,1005,55655,미국,0,1,NA,111,     액션  모험  sf 
1823,화이: 괴물을 삼킨 아이,한국,한국,(주)쇼박스, 장준환,,,,NA,NA,NA, 김윤석, 여진구, 조진웅, 장현성, 김성균, 박해준,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17695412795,2394453,817,59049,한국,6,1,NA,126,     액션  스릴러 
1824,컨저링,미국,미국,워너브러더스 코리아(주), 스티브 스타놀리스,,,,NA,NA,NA, 스티브 스타놀리스,,,,,,,,,,,,,NA,NA,NA,9,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16353225777,2262758,563,48616,미국,1,1,15세 관람가,134,   공포 
1825,맨 오브 스틸,미국,미국,워너브러더스 코리아(주), 잭 스나이더,,,,NA,NA,NA, 헨리 카빌, 에이미 아담스, 러셀 크로우, 케빈 코스트너, 다이안 레인, 마이클 섀넌, 안체 트라우, 아예렛 주러,,,,,,NA,NA,NA,6,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17092964063,2182227,998,55514,미국,8,1,NA,143,    액션  모험  판타지  sf 
1826,용의자,한국,한국,(주)쇼박스, 원신연,,,,NA,NA,NA, 공유, 박희순, 조성하, 유다인, 김성균, 조재윤,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15629492500,2176752,807,26814,한국,6,1,15세 관람가,137, 액션  드라마 
1827,호빗: 스마우그의 폐허,미국,"미국,뉴질랜드",워너브러더스 코리아(주), 피터 잭슨,,,,NA,NA,NA, 마틴 프리먼, 이안 맥켈런, 리처드 아미티지, 케이트 블란쳇, 올랜도 블룸, 크리스토퍼 리, 앤디 서키스, 휴고 위빙, 베네딕트 컴버배치, 루크 에반스, 에반젤린 릴리,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16564184549,2115878,811,35223,미국,11,1,NA,161,    모험  드라마  판타지 
1828,몽타주,한국,한국,(주)넥스트엔터테인먼트월드(NEW),,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15002458500,2095592,544,53195,한국,0,1,15세 관람가,120, 스릴러  드라마 
1829,터보,미국,미국,(주)씨제이이엔엠,,,,,NA,NA,NA,,,,,,,,,,,,,,NA,NA,NA,7,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13116737000,1924414,634,28783,미국,0,1,전체 관람가,95, 애니메이션 
1830,연애의 온도,한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 노덕,,,,NA,NA,NA, 이민기, 김민희,,,,,,,,,,,,NA,NA,NA,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13798864446,1865195,567,57847,한국,2,1,청소년 관람불가,112,   멜로/로맨스 
1831,지.아이.조 2,미국,"미국,캐나다",(주)씨제이이엔엠, 존 추,,,,NA,NA,NA, 이병헌, 브루스 윌리스, 드웨인 존슨, 채닝 테이텀, 아드리안 팔리키, 레이 스티븐슨, 레이 파크,,,,,,,NA,NA,NA,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14457048500,1855917,766,62627,미국,7,1,NA,110,   액션  모험  sf  스릴러 
1832,분노의 질주: 더 맥시멈,미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 저스틴 린,,,,NA,NA,NA, 빈 디젤, 드웨인 존슨, 폴 워커, 루크 에반스, 미셸 로드리게즈, 성 강, 갤 가돗,,,,,,,NA,NA,NA,5,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13210338042,1790916,657,44371,미국,7,1,15세 관람가,130,      액션  모험  범죄 
1833,공범,한국,한국,(주)씨제이이엔엠, 국동석,,,,NA,NA,NA, 손예진, 김갑수,,,,,,,,,,,,NA,NA,NA,10,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12333110882,1766285,611,51425,한국,2,1,15세 관람가,106, 다큐멘터리 
1834,집으로 가는 길,한국,한국,(주)씨제이이엔엠, 방은진,,,,NA,NA,NA, 전도연, 고수,,,,,,,,,,,,NA,NA,NA,12,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12373339745,1763231,740,39811,한국,2,1,15세 관람가,131,    드라마 
1835,전설의 주먹,한국,한국,(주)씨제이이엔엠, 강우석,,,,NA,NA,NA, 황정민, 유준상, 이요원, 윤제문, 정웅인, 성지루,,,,,,,,NA,NA,NA,4,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12777314500,1744585,724,57593,한국,6,1,청소년 관람불가,153,   액션  드라마 
1836,파파로티,한국,한국,(주)쇼박스, 윤종찬,,,,NA,NA,NA, 한석규, 이제훈, 오달수, 강소라, 조진웅, 이재용,,,,,,,,NA,NA,NA,3,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11825934000,1716429,552,53601,한국,6,1,15세 관람가,127, 드라마 
